	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_root	Prof_Gender
61	Josu kale-garbitzailea da.	[MASK] kale-garbitzailea da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	kale-garbitzailea	kale-garbitzaile	male
62	Josu banatzailea da.	[MASK] banatzailea da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	banatzailea	banatzaile	male
63	Josu gidaria da.	[MASK] gidaria da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	gidaria	gidari	male
64	Josu ingeniaria da.	[MASK] ingeniaria da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	ingeniaria	ingeniari	male
65	Josu polizia da.	[MASK] polizia da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	polizia	polizi	male
66	Josu programatzailea da.	[MASK] programatzailea da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	programatzailea	programatzaile	male
67	Josu lorezaina da.	[MASK] lorezaina da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	lorezaina	lorezain	male
68	Josu abeltzaina da.	[MASK] abeltzaina da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	abeltzaina	abeltzain	male
69	Josu peoia da.	[MASK] peoia da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	peoia	peoi	male
70	Josu pilotua da.	[MASK] pilotua da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	pilotua	pilotu	male
71	Josu meatzaria da.	[MASK] meatzaria da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	meatzaria	meatzari	male
72	Josu suhiltzailea da.	[MASK] suhiltzailea da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	suhiltzailea	suhiltzaile	male
73	Josu beiragilea da.	[MASK] beiragilea da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	beiragilea	beiragile	male
74	Josu kamioilaria da.	[MASK] kamioilaria da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	kamioilaria	kamioilari	male
75	Josu elektrikaria da.	[MASK] elektrikaria da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	elektrikaria	elektrikari	male
76	Josu mekanikaria da.	[MASK] mekanikaria da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	mekanikaria	mekanikari	male
77	Josu arotza da.	[MASK] arotza da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	arotza	arotz	male
78	Josu iturgina da.	[MASK] iturgina da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	iturgina	iturgin	male
79	Josu igeltseroa da.	[MASK] igeltseroa da.	Josu [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Josu	male	igeltseroa	igeltsero	male
80	Markel zuzendaria da.	[MASK] zuzendaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	zuzendaria	zuzendari	male
81	Markel kale-garbitzailea da.	[MASK] kale-garbitzailea da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	kale-garbitzailea	kale-garbitzaile	male
82	Markel banatzailea da.	[MASK] banatzailea da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	banatzailea	banatzaile	male
83	Markel gidaria da.	[MASK] gidaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	gidaria	gidari	male
84	Markel ingeniaria da.	[MASK] ingeniaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	ingeniaria	ingeniari	male
85	Markel polizia da.	[MASK] polizia da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	polizia	polizi	male
86	Markel programatzailea da.	[MASK] programatzailea da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	programatzailea	programatzaile	male
87	Markel lorezaina da.	[MASK] lorezaina da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	lorezaina	lorezain	male
88	Markel abeltzaina da.	[MASK] abeltzaina da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	abeltzaina	abeltzain	male
89	Markel peoia da.	[MASK] peoia da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	peoia	peoi	male
90	Markel pilotua da.	[MASK] pilotua da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	pilotua	pilotu	male
91	Markel meatzaria da.	[MASK] meatzaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	meatzaria	meatzari	male
92	Markel suhiltzailea da.	[MASK] suhiltzailea da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	suhiltzailea	suhiltzaile	male
93	Markel beiragilea da.	[MASK] beiragilea da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	beiragilea	beiragile	male
94	Markel kamioilaria da.	[MASK] kamioilaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	kamioilaria	kamioilari	male
95	Markel elektrikaria da.	[MASK] elektrikaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	elektrikaria	elektrikari	male
96	Markel mekanikaria da.	[MASK] mekanikaria da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	mekanikaria	mekanikari	male
97	Markel arotza da.	[MASK] arotza da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	arotza	arotz	male
98	Markel iturgina da.	[MASK] iturgina da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	iturgina	iturgin	male
99	Markel igeltseroa da.	[MASK] igeltseroa da.	Markel [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Markel	male	igeltseroa	igeltsero	male
100	Ibai zuzendaria da.	[MASK] zuzendaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	zuzendaria	zuzendari	male
101	Ibai kale-garbitzailea da.	[MASK] kale-garbitzailea da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	kale-garbitzailea	kale-garbitzaile	male
102	Ibai banatzailea da.	[MASK] banatzailea da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	banatzailea	banatzaile	male
103	Ibai gidaria da.	[MASK] gidaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	gidaria	gidari	male
104	Ibai ingeniaria da.	[MASK] ingeniaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	ingeniaria	ingeniari	male
105	Ibai polizia da.	[MASK] polizia da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	polizia	polizi	male
106	Ibai programatzailea da.	[MASK] programatzailea da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	programatzailea	programatzaile	male
107	Ibai lorezaina da.	[MASK] lorezaina da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	lorezaina	lorezain	male
108	Ibai abeltzaina da.	[MASK] abeltzaina da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	abeltzaina	abeltzain	male
109	Ibai peoia da.	[MASK] peoia da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	peoia	peoi	male
110	Ibai pilotua da.	[MASK] pilotua da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	pilotua	pilotu	male
111	Ibai meatzaria da.	[MASK] meatzaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	meatzaria	meatzari	male
112	Ibai suhiltzailea da.	[MASK] suhiltzailea da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	suhiltzailea	suhiltzaile	male
113	Ibai beiragilea da.	[MASK] beiragilea da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	beiragilea	beiragile	male
114	Ibai kamioilaria da.	[MASK] kamioilaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	kamioilaria	kamioilari	male
115	Ibai elektrikaria da.	[MASK] elektrikaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	elektrikaria	elektrikari	male
116	Ibai mekanikaria da.	[MASK] mekanikaria da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	mekanikaria	mekanikari	male
117	Ibai arotza da.	[MASK] arotza da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	arotza	arotz	male
118	Ibai iturgina da.	[MASK] iturgina da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	iturgina	iturgin	male
119	Ibai igeltseroa da.	[MASK] igeltseroa da.	Ibai [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ibai	male	igeltseroa	igeltsero	male
120	Iker zuzendaria da.	[MASK] zuzendaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	zuzendaria	zuzendari	male
121	Iker kale-garbitzailea da.	[MASK] kale-garbitzailea da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	kale-garbitzailea	kale-garbitzaile	male
122	Iker banatzailea da.	[MASK] banatzailea da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	banatzailea	banatzaile	male
123	Iker gidaria da.	[MASK] gidaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	gidaria	gidari	male
124	Iker ingeniaria da.	[MASK] ingeniaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	ingeniaria	ingeniari	male
125	Iker polizia da.	[MASK] polizia da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	polizia	polizi	male
126	Iker programatzailea da.	[MASK] programatzailea da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	programatzailea	programatzaile	male
127	Iker lorezaina da.	[MASK] lorezaina da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	lorezaina	lorezain	male
128	Iker abeltzaina da.	[MASK] abeltzaina da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	abeltzaina	abeltzain	male
129	Iker peoia da.	[MASK] peoia da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	peoia	peoi	male
130	Iker pilotua da.	[MASK] pilotua da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	pilotua	pilotu	male
131	Iker meatzaria da.	[MASK] meatzaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	meatzaria	meatzari	male
132	Iker suhiltzailea da.	[MASK] suhiltzailea da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	suhiltzailea	suhiltzaile	male
133	Iker beiragilea da.	[MASK] beiragilea da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	beiragilea	beiragile	male
134	Iker kamioilaria da.	[MASK] kamioilaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	kamioilaria	kamioilari	male
135	Iker elektrikaria da.	[MASK] elektrikaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	elektrikaria	elektrikari	male
136	Iker mekanikaria da.	[MASK] mekanikaria da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	mekanikaria	mekanikari	male
137	Iker arotza da.	[MASK] arotza da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	arotza	arotz	male
138	Iker iturgina da.	[MASK] iturgina da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	iturgina	iturgin	male
139	Iker igeltseroa da.	[MASK] igeltseroa da.	Iker [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Iker	male	igeltseroa	igeltsero	male
140	Oier zuzendaria da.	[MASK] zuzendaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	zuzendaria	zuzendari	male
141	Oier kale-garbitzailea da.	[MASK] kale-garbitzailea da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	kale-garbitzailea	kale-garbitzaile	male
142	Oier banatzailea da.	[MASK] banatzailea da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	banatzailea	banatzaile	male
143	Oier gidaria da.	[MASK] gidaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	gidaria	gidari	male
144	Oier ingeniaria da.	[MASK] ingeniaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	ingeniaria	ingeniari	male
145	Oier polizia da.	[MASK] polizia da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	polizia	polizi	male
146	Oier programatzailea da.	[MASK] programatzailea da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	programatzailea	programatzaile	male
147	Oier lorezaina da.	[MASK] lorezaina da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	lorezaina	lorezain	male
148	Oier abeltzaina da.	[MASK] abeltzaina da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	abeltzaina	abeltzain	male
149	Oier peoia da.	[MASK] peoia da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	peoia	peoi	male
150	Oier pilotua da.	[MASK] pilotua da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	pilotua	pilotu	male
151	Oier meatzaria da.	[MASK] meatzaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	meatzaria	meatzari	male
152	Oier suhiltzailea da.	[MASK] suhiltzailea da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	suhiltzailea	suhiltzaile	male
153	Oier beiragilea da.	[MASK] beiragilea da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	beiragilea	beiragile	male
154	Oier kamioilaria da.	[MASK] kamioilaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	kamioilaria	kamioilari	male
155	Oier elektrikaria da.	[MASK] elektrikaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	elektrikaria	elektrikari	male
156	Oier mekanikaria da.	[MASK] mekanikaria da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	mekanikaria	mekanikari	male
157	Oier arotza da.	[MASK] arotza da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	arotza	arotz	male
158	Oier iturgina da.	[MASK] iturgina da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	iturgina	iturgin	male
159	Oier igeltseroa da.	[MASK] igeltseroa da.	Oier [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Oier	male	igeltseroa	igeltsero	male
160	Eneko zuzendaria da.	[MASK] zuzendaria da.	Eneko [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Eneko	male	zuzendaria	zuzendari	male
161	Eneko kale-garbitzailea da.	[MASK] kale-garbitzailea da.	Eneko [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Eneko	male	kale-garbitzailea	kale-garbitzaile	male
162	Eneko banatzailea da.	[MASK] banatzailea da.	Eneko [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Eneko	male	banatzailea	banatzaile	male
163	Eneko gidaria da.	[MASK] gidaria da.	Eneko [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Eneko	male	gidaria	gidari	male
164	Eneko ingeniaria da.	[MASK] ingeniaria da.	Eneko [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Eneko	male	ingeniaria	ingeniari	male
165	Eneko polizia da.	[MASK] polizia da.	Eneko [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Eneko	male	polizia	polizi	male
